92,13,214201,40,DH19DT,32,TH,\N,\N,\N
93,14,214103,40,TINCHI20,\N,LT,\N,\N,\N
94,14,214103,40,TINCHI20,\N,LT,\N,\N,\N
95,14,214103,40,TINCHI20,\N,LT,\N,\N,\N
96,14,214252,50,DH17DTA,\N,TH,\N,\N,\N
97,14,214252,50,DH17DTA,\N,TH,\N,\N,\N
98,14,214252,50,DH17DTB,\N,TH,\N,\N,\N
99,14,214252,50,DH17DTB,\N,TH,\N,\N,\N
100,14,214252,50,DH17DTC,\N,TH,\N,\N,\N
101,14,214252,50,DH17DTC,\N,TH,\N,\N,\N
102,15,214461,80,DH17DTC,\N,LT,\N,\N,\N
103,15,214461,40,DH17DTC,\N,TH,\N,\N,\N
104,15,214461,40,DH17DTC,\N,TH,\N,\N,\N
105,15,214441,80,DH18DTB,\N,LT,\N,\N,\N
106,15,214441,40,DH18DTB,\N,TH,\N,\N,\N
107,15,214441,40,DH18DTB,\N,TH,\N,\N,\N
108,1,214462,100,DH17DTB,1,LT,\N,\N,\N
